"adr_inter","adresse","adrzus_int","behindertenparkplatz","bemerkung","ccmail","da","datum","datum_cms","dep","editor","erforderlichedokumente","fax","hausnummer","hindernisfreiheit","infrastruktur","isbetriebsferien_gebaeude","isbetriebsferien_schalter","kategorie","mail","name","namenzus","objectid","oeffnungszeiten_gebaeude_di","oeffnungszeiten_gebaeude_do","oeffnungszeiten_gebaeude_fr","oeffnungszeiten_gebaeude_mi","oeffnungszeiten_gebaeude_mo","oeffnungszeiten_gebaeude_sa","oeffnungszeiten_gebaeude_so","oeffnungszeiten_schalter_di","oeffnungszeiten_schalter_do","oeffnungszeiten_schalter_fr","oeffnungszeiten_schalter_mi","oeffnungszeiten_schalter_mo","oeffnungszeiten_schalter_sa","oeffnungszeiten_schalter_so","ort","plz","poi_id","postadresse","publish_internet","strasse","suchen","tel","tel2","www","zahlungsmittel_internet","zahlungsmittel_schalter","zahlungsmittel_telefon","zvv_label","zvv_link","nummer","foto","eignung","geraete","bereich","infrastruk","besonderes","typ","elemente","gsz_id","geometry"
"","Saumackerstrasse, bei kath. Kirche","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Saumackerstrasse","","2877.0000000000","","","","","","","","","","","","","","","","8048","sp100","","1","","Kiesplatz, Brettschaukel, Federwippe, Pumpen, Sandbereich,Tischtennistisch, Sitzbänke, Brunnen","+41 44 431 57 61","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Saumackerstrasse,%20bei%20kath.%20Kirche&tolat=47.38426999&tolon=8.48783990","100","J","0 - 5 Jahre","Brettschaukel, Federwippe, Pumpen, Sandbereich,Tischtennistisch","","","kleine Spielanlage","Spielplatz","Kiesplatz","0100","POINT (2679225.8 1248689.6)"
"","Hüttenkopf-/Ziegelhüttenstrasse","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Ziegelhütte","","2878.0000000000","","","","","","","","","","","","","","","","8051","sp025","","1","","Spiel- und Liegewiese, Spielhügel, Brettschaukel, Sandkasten, Sitzkarussell, Sitzbänke, Feuerstellen, Brunnen, Ausflugsziel, Aussicht, Waldrand","+41 44 322 02 20","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Hüttenkopf-/Ziegelhüttenstrasse&tolat=47.39866189&tolon=8.57377248","25","J","0 - 9 Jahre","Brettschaukel, Sandkasten, Sitzkarussell","","","Ausflugsziel, Aussicht, am Waldrand","Spielplatz","Spiel- und Liegewiese, Spielhügel","0025","POINT (2685691 1250379.9)"
"","Limmatstrasse, neben Schulhaus Limmat","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Klingenpark","","2879.0000000000","","","","","","","","","","","","","","","","8005","sp129","","1","","Spiel- und Liegewiese, Pendelschaukel, Balanciergerät, Drehteller, Kletterelement, Drehkletterturm, Tischtennistisch, Sitzbänke, Parkanlage","+41 44 461 21 17","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Limmatstrasse,%20neben%20Schulhaus%20Limmat&tolat=47.38284409&tolon=8.53485429","129","J","0 - 9 Jahre","Pendelschaukel, Balanciergerät, Drehteller, Kletterelement, Drehkletterturm, Tischtennistisch","","","Parkanlage mit kleiner Spielanlage","Spielplatz","Spiel- und Liegewiese","0129","POINT (2682777.8 1248579.6)"
"","Ottikerweg/Stolzestrasse","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Stolzewiese","","2880.0000000000","","","","","","","","","","","","","","","","8006","sp039","","1","","Spiel- und Liegewiese, Wasserspielbereich, Balanciergerät, Sandbereich, Hangrutsche, Brettschaukel, Geschlossene Rutsche, Reck, Federwippe, Kletteranlage mit Rutsche, Tischtennistisch, Sitzbänke, Brunnen","+41 44 361 63 18","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Ottikerweg/Stolzestrasse&tolat=47.38672993&tolon=8.54641926","39","J","0 - 16 Jahre","Balanciergerät, Sandbereich, Hangrutsche, Brettschaukel, Geschlossene Rutsche, Reck, Federwippe, Kletteranlage mit Rutsche, Tischtennistisch","","","Grosszügige Parkanlage","Spielplatz","Spiel- und Liegewiese, Wasserspielbereich","0039","POINT (2683645 1249023.9)"
"","Holunderweg","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","0_","_NULL","","","Spielplatz","","Birchwald","","2881.0000000000","","","","","","","","","","","","","","","","8050","sp123","","1","","Spiel- und Liegewiese, kleiner Wald, Drehteller, Balanciergerät, Hängematte, Brettschaukel, Tischtennistisch, Sitzbänke, Baumbestand","+41 44 412 06 77","","","","","","Holunderweg","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Holunderweg&tolat=47.40893740&tolon=8.53540741","123","J","0 - 16 Jahre","Drehteller, Balanciergerät, Hängematte, Brettschaukel, Tischtennistisch","","","grosszügige Parkanlage mit altem Baumbestand","Spielplatz","Spiel- und Liegewiese, kleiner Wald","0123","POINT (2682779 1251481)"
"","Manessestrasse, neben Sportplatz","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Sihlhölzli","","2882.0000000000","","","","","","","","","","","","","","","","8003","sp073","","1","","Spielwiese, Planschbecken, Klettergerät, Klettergerät mit Rutschstange, Trinkbrunnen, Züri-WC, Baumbestand","+41 44 461 21 17","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Manessestrasse,%20neben%20Sportplatz&tolat=47.36669788&tolon=8.52365420","73","J","0 - 5 Jahre","Klettergerät, Klettergerät mit Rutschstange","","","Bestandteil des Projekts 'Aufwertung der Manessestrasse', schöner Baumbestand","Spielplatz","Spielwiese, Planschbecken","0073","POINT (2681957 1246772.9)"
"","Winkelwiese 4 (Spielplatz)","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Villa Tobler","","2897.0000000000","","","","","","","","","","","","","","","","8001","sp049","","1","","kleiner Spielplatz, Sandkasten, Brettschaukel, Federwippe, Sitzbänke, Historischer Villengarten","+41 44 361 63 18","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Winkelwiese%204%20(Spielplatz)&tolat=47.36991384&tolon=8.54656831","49","J","0 - 5 Jahre","Sandkasten, Brettschaukel, Federwippe","","","Historischer Villengarten in der Altstadt","Spielplatz","kleiner Spielplatz","0049","POINT (2683682.5 1247154.5)"
"","Rebenweg 2/6","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Rebenweg","","2898.0000000000","","","","","","","","","","","","","","","","8041","sp086","","1","","Spiel- und Liegewiese, Fussballplatz, Sandbereich, Balanciergerät, Kletteranlage mit Rutsche, Pumpe,  Rutsche, Korbschaukel, Kletterturm, Brettschaukel, Matschtisch, Federwippe, Feuerstelle, Sonnenschirme, Sitzbänke, Waldrand, Spielturm","+41 44 482 10 03","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Rebenweg%202/6&tolat=47.33482147&tolon=8.51384148","86","J","0 - 16 Jahre","Sandbereich, Balanciergerät, Kletteranlage mit Rutsche, Pumpe,  Rutsche, Korbschaukel, Kletterturm, Brettschaukel, Matschtisch, Federwippe","","","direkt am Waldrand gelegene einzigartige Spielanlage mit riesigem Spielturm","Spielplatz","Spiel- und Liegewiese, Fussballplatz","0086","POINT (2681264.2 1243218.9)"
"","Gemeindehausstrasse 54","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","GZ Hottingen","","2899.0000000000","","","","","","","","","","","","","","","","8032","sp146","","1","","grosse Kiesfläche, Hartplatz, Drehkletterturm, Hüpfteller, Sitzbänke, Gemeinschaftszentrum","+41 44 422 54 97","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Gemeindehausstrasse%2054&tolat=47.36944745&tolon=8.55661872","146","J","0 - 9 Jahre","Drehkletterturm, Hüpfteller","","","Gemeinschaftszentrum","GZ mit Spielplatz","grosse Kiesfläche, Hartplatz","0146","POINT (2684442.2 1247113.5)"
"","","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","8","","","","","Spielplatz","","Manegg KigaManegg Kiga","","2900.0000000000","","","","","","","","","","","","","","","Zürich","8038","sp9649","","1","Mööslistrasse","","","","https://www.stadt-zuerich.ch/ted/de/index/gsz/natur-erleben/freizeit-im-gruenen/spielplaetze.html","","","","","","","N","0 - 9 Jahre","","","","","SPPL IMMO Schule","","0755","POINT (2682339 1244447)"
"","Döltschiweg","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Heuried Freizeitanlage","","2901.0000000000","","","","","","","","","","","","","","","","8055","sp074b","","1","","Spiel- und Liegewiese, Spielhaus, Federwippe, Brettschaukel, Federwippe, Kletteranlage mit Rutsche, Sitzbänke, krumme und schiefe Kletteranlage","+41 44 492 71 41","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Döltschiweg&tolat=47.36695223&tolon=8.50400357","74b","J","0 - 9 Jahre","Spielhaus, Federwippe, Brettschaukel, Federwippe, Kletteranlage mit Rutsche","","","krumme und schiefe Kletteranlage","Spielplatz","Spiel- und Liegewiese","0074B","POINT (2680472.2 1246780.8)"
"","Ringstrasse","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","0_","_NULL","","","Spielplatz","","Allenmoos (Freibad)","","2902.0000000000","","","","","","","","","","","","","","","","8057","sp182","","1","","Spiel- und Liegewiese, Schwingwippe, Federwippe, Korbschaukel, Drehkletterturm, Sandspielgeräte, Balkenwippe, Brettschaukel, Kletteranlage mit Rutsche, Sitzbänke, Spielanlage","+41 44 361 63 18","","","","","","Ringstrasse","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Ringstrasse&tolat=47.40487276&tolon=8.53907331","182","J","0 - 9 Jahre","Schwingwippe, Federwippe, Korbschaukel, Drehkletterturm, Sandspielgeräte, Balkenwippe, Brettschaukel, Kletteranlage mit Rutsche","","","Spielanlage in Badeanlage. Öffnungszeiten berücksichtigen!","Spielplatz in Badeanlage","Spiel- und Liegewiese","0182","POINT (2683062 1251033)"
"","Drahtzugstrasse","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Drahtzugstrasse","","2903.0000000000","","","","","","","","","","","","","","","","8008","sp055","","1","","Hartplatz, Schwenkwippe, Hängematte, Kletteranlage mit Rutsche, Sitzbänke","+41 44 422 54 97","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Drahtzugstrasse&tolat=47.35969556&tolon=8.56447048","55","J","0 - 9 Jahre","Schwenkwippe, Hängematte, Kletteranlage mit Rutsche","","","Quartierspielplatz","Spielplatz","Hartplatz","0055","POINT (2685051 1246037.9)"
"","Werdinsel, Winzerhalde","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Au-Höngg (Flussbad)","","2904.0000000000","","","","","","","","","","","","","","","","8049","sp119","","1","","Spiel- und Liegewiese, Seilanlage, Schwingwippe, Federwippe, Brettschaukel, Drehkletterturm, Balkenwippe, Wasserförderanlage, Rundlauf, Brettschaukel, Sitzbänke, Planschbecken, Badeanlage","+41 44 344 14 00","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Werdinsel,%20Winzerhalde&tolat=47.39914901&tolon=8.48978085","119","J","0 - 9 Jahre","Seilanlage, Schwingwippe, Federwippe, Brettschaukel, Drehkletterturm, Balkenwippe, Wasserförderanlage, Rundlauf, Brettschaukel","","","Spielanlage liegt innerhalb Badeanlage an der Limmat. Die Anlage ist nur über die Sommermonate zugänglich.","Spielplatz in Badeanlage","Spiel- und Liegewiese","0119","POINT (2679350 1250345.6)"
"","An der Schwandenwiese","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","0_","_NULL","","","Spielplatz","","Abenteuerspielplatz Buntspecht","","2905.0000000000","","","","","","","","","","","","","","","","8052","sp191","","1","","Abenteuerspielplatz, keine Spielgeräte, Feuerstelle, Hauptaktivität ist der Bau von Hütten und das Werken mit Holz und anderen Materialien, Bauspielplatz","+41 44 412 06 77","","","","","","An der Schwandenwiese","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=An%20der%20Schwandenwiese&tolat=47.42492130&tolon=8.53449056","191","J","0 - 16 Jahre","keine Spielgeräte","","","Hauptaktivität ist der Bau von Hütten und das Werken mit Holz und anderen Materialien, beaufsichtigter Bauspielplatz mit Öffnungszeiten","Bauspielplatz - privater Verei","Abenteuerspielplatz","0191","POINT (2682685 1253257)"
"","Bellerivestrasse","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Tiefenbrunnen (Strandbad)","","2906.0000000000","","","","","","","","","","","","","","","","8008","sp135","","1","","Spiel- und Liegewiese, Federwippe, Balkenwippe, Bockrutsche, Brettschaukel, Pumpe, Sitzbänke","+41 44 422 54 97","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Bellerivestrasse&tolat=47.35300239&tolon=8.55585493","135","J","0 - 9 Jahre","Federwippe, Balkenwippe, Bockrutsche, Brettschaukel, Pumpe","","","Jeweils kostenlos zugänglich von Oktober bis April","Spielplatz in Badeanlage","Spiel- und Liegewiese","0135","POINT (2684410.8 1245284.5)"
"","Klosterfahrweg","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Fabrik am Wasser","","2907.0000000000","","","","","","","","","","","","","","","","8049","sp165","","1","","Spiel- und Liegewiese, Hangrutsche, Rotationsgerät, Kletteranlage mit Rutsche, Korbschaukel, Klettergerät, Seilbahn, Sitzbänke, Limmat, Bistro","+41 44 344 14 00","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Klosterfahrweg&tolat=47.39533135&tolon=8.50587425","165","J","0 - 9 Jahre","Hangrutsche, Rotationsgerät, Kletteranlage mit Rutsche, Korbschaukel, Klettergerät, Seilbahn","","","Spielanlage an der Limmat gelegen, Bistro direkt neben Spielplatz,","Spielplatz","Spiel- und Liegewiese","0165","POINT (2680570.8 1249937.6)"
"","Wasserschöpfi","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Heuried (Freibad)","","2908.0000000000","","","","","","","","","","","","","","","","8055","sp186","","1","","Spiel- und Liegewiese, Drehteller, Sandkasten, Rutsche, Kletteranlage mit Rutsche, Schwingwippe, Hängematte, Brettschaukel, Federwippe, Sitzbänke","+41 44 492 71 41","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Wasserschöpfi&tolat=47.36695171&tolon=8.50607695","186","J","0 - 9 Jahre","Drehteller, Sandkasten, Rutsche, Kletteranlage mit Rutsche, Schwingwippe, Hängematte, Brettschaukel, Federwippe","","","Umbau 2016","Spielplatz in Badeanlage","Spiel- und Liegewiese","0186","POINT (2680629 1246782.9)"
"","Eibenstrasse / Manessestrasse","","","Das sind keine klassischen Spielplätze, aber da hat es Spielgeräte.<BR>Damit will man dieses Quartier aufwerten.<BR>","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","0__","Kiosk_Das sind keine klassischen Spielplätze, aber da hat es Spielgeräte.<br>Damit will man dieses Quartier aufwerten.<br>","","","Spielplatz","","Eibenstrasse / Manessestrasse","","2909.0000000000","","","","","","","","","","","","","","","","","sp9646","","0","","","+41 44 412 46 13","","","","","","Eibenstrasse / Manessestrasse","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich, Manessestrasse 120","","N","","","","","","","","0171","POINT (2681828 1246440)"
"","Kürbergsteig","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Kürberganlage","","2910.0000000000","","","","","","","","","","","","","","","","8049","sp128","","1","","Spiel- und Liegewiese, Sandkasten, Brettschaukel, Sitzbänke, kleine Spielanlage","+41 44 344 14 00","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Kürbergsteig&tolat=47.39857919&tolon=8.50697572","128","J","0 - 5 Jahre","Sandkasten, Brettschaukel","","","kleine Spielanlage","Spielplatz","Spiel- und Liegewiese","0128","POINT (2680649 1250299.9)"
"","Am Katzenbach, Hertensteinstrasse","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","GZ Seebach","","2911.0000000000","","","","","","","","","","","","","","","","8052","sp002","","1","","Spiel- und Liegewiese, Hartplatz, Bocciabahn, Matschtisch, Sandbereich, Sandspielgeräte, Brettschaukel, Wasserspiel,Hangrutsche, Balkenwippe,   Kletterelement, Seilbahn, Federwippe, Boulderwand, Feuerstelle, Brunnen, Tisch, Gemeinschaftszentrum, Bach","+41 44 302 17 44","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Am%20Katzenbach,%20Hertensteinstrasse&tolat=47.42437104&tolon=8.54489620","2","J","0 - 16 Jahre","Matschtisch, Sandbereich, Sandspielgeräte, Brettschaukel, Wasserspiel,Hangrutsche, Balkenwippe,   Kletterelement, Seilbahn, Federwippe, Boulderwand","","","Gemeinschaftszentrum am Katzenbach","GZ mit Spielplatz","Spiel- und Liegewiese, Hartplatz, Bocciabahn","0002","POINT (2683471 1253206.9)"
"","Engelbertstrasse","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Mattenhof","","2926.0000000000","","","","","","","","","","","","","","","","8051","sp026","","1","","Sandanlage, Spiel- und Liegewiese, Sitzkarussell, Pumpen, Hangrutsche, Federwippe, Kletteranlage, Balanciergerät, Rundlauf, Tischtennistisch, WC, Feuerstellen, Sitzbänke, Ausflugsziel","+41 44 322 02 20","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Engelbertstrasse&tolat=47.39796247&tolon=8.58991968","26","J","0 - 9 Jahre","Sitzkarussell, Pumpen, Hangrutsche, Federwippe, Kletteranlage, Balanciergerät, Rundlauf, Tischtennistisch","","","grosszügige, naturnahe Anlage, Familienausflugsziel, Schlüssel für Toilette muss beim Friedhof Schwamendingen ausgeliehen werden","Spielplatz","Sandanlage, Spiel- und Liegewiese","0026","POINT (2686911 1250319.9)"
"","Eugen Huber-/Loogartenstrasse","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","GZ Loogarten","","2927.0000000000","","","","","","","","","","","","","","","","8048","sp098","","1","","Spielwiese, Bach, Sandanlage, Kiesfläche, Seilanlage, Brettschaukel, Spielhaus, Pendelschaukel, Balanciergerät, Kletteranlage, Sandbereich, Hangrutsche, Kletterelement, Hängebrücke, Wasserförderanlage, Sitzbänke, Sonnenschirme, Gemeinschaftszentrum","+41 44 431 57 61","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Eugen%20Huber-/Loogartenstrasse&tolat=47.38813495&tolon=8.47214768","98","J","0 - 16 Jahre","Seilanlage, Brettschaukel, Spielhaus, Pumpe, Pendelschaukel, Balanciergerät, Kletteranlage mit Rutsche, Sandbereich, Hangrutsche, Kletterelement, Hängebrücke, Wasserförderanlage","","","Gemeinschaftszentrum angrenzend an Schulanlage mit Schulspielwiese und Hartflächen","GZ mit Spielplatz","Spielwiese, Bach, Sandanlage, grosse Kiesfläche","0098","POINT (2678035.2 1249103.5)"
"","Lommisweg","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Lommisweg B","","2928.0000000000","","","","","","","","","","","","","","","","8048","sp096b","","1","","Kiesplatz, Hängematte, Balanciergerät, Kletteranlage mit Rutschstangen, Lümmelbank, Sitzbänke","+41 44 431 57 61","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Lommisweg&tolat=47.38987662&tolon=8.48648226","96b","J","0 - 16 Jahre","Hängematte, Balanciergerät, Kletteranlage mit Rutschstangen","","","Quartierspielplatz","Spielplatz","Kiesplatz","0096B","POINT (2679115 1249311.5)"
"","","","","","","Grün Stadt Zürich","202502051308","","Tiefbau- und Entsorgungsdepartement (TED)","","","","6","","","","","Spielplatz","","WS Birkenhof BWS Birkenhof B","","2929.0000000000","","","","","","","","","","","","","","","Zürich","8057","sp9653","","1","Im Birkenhof","","","","","","","","Zürich Guggachstrasse","https://online.fahrplaninfo.zvv.ch/frame_hst3.php?lang=de&hstNr=1061&$hstName=Z%FCrich,%20Guggachstrasse","","J","0 - 15 Jahre","Wippe, Balanciergerät","","","","Spielplatz","Wippe, Balanciergerät","0038","POINT (2683090 1249913.9)"
"","Binzmühlestrasse 40","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","0_","_NULL","","","Spielplatz","","Brache Binzmühlestrasse","","2930.0000000000","","","","","","","","","","","","","","","","8050","sp195","","1","","Kiesfläche, Brettschaukel, Korbschaukel, Kletteranlage mit Rutsche, Sandkasten, Sitzbänke, Sonnensegel, Pflanzkisten, temporärer, Kukuk-Box","+41 44 412 06 77","","","","","","Binzmühlestrasse 40","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Binzmühlestrasse%2040&tolat=47.41413088&tolon=8.54638062","195","J","0 - 9 Jahre","Brettschaukel, Korbschaukel, Kletteranlage mit Rutsche, Sandkasten","","","Temporärer Quartierspielplatz mit einer einzigartigen mobilen Kukuk-Box","Spielplatz","Kiesfläche","0195","POINT (2683599 1252070)"
"","Langgrütweg, zw. In d.Ey u. Langrütstr.","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Langgrüt - Altweg","","2931.0000000000","","","","","","","","","","","","","","","","8047","sp115","","1","","Spiel- und Liegewiese, Brettschaukel, Sandbereich, Bockrutsche, Federwippe, Pumpe, Sitzbänke, ruhig","+41 44 431 57 61","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Langgrütweg,%20zw.%20In%20d.Ey%20u.%20Langrütstr.&tolat=47.37350591&tolon=8.4908","115","J","0 - 5 Jahre","Brettschaukel, Sandbereich, Bockrutsche, Federwippe, Pumpe","","","ruhiger Spielplatz","Spielplatz","Spiel- und Liegewiese","0115","POINT (2679467.5 1247496)"
"","Andreasstrasse/Riedgrabenweg","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Andreaspark A","","2932.0000000000","","","","","","","","","","","","","","","","8050","sp163a","","1","","Spiel- und Liegewiese, Hartplatz, Drehteller, Gurtensteg, Hüpfteller, Schwingwippe, Sitzbänke, Brunnen, Basketballkorb","+41 44 322 02 20","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Andreasstrasse/Riedgrabenweg&tolat=47.41313927&tolon=8.55821039","163a","J","0 - 9 Jahre","Drehteller, Gurtensteg, Hüpfteller, Schwingwippe","","","Quartierspielplatz","Spielplatz","Spiel- und Liegewiese, Hartplatz","0163A","POINT (2684493.2 1251972.4)"
"","Überdeckung Katzensee","Katzenseestrasse","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","0_","Spielplatz","","","Spielplatz","","Überdeckung KatzenseeÜberdeckung Katzensee","","2933.0000000000","","","","","","","","","","","","","","","","","sp9022","","1","","","+41 44 371 05 13","","","","","","Überdeckung Katzensee","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Überdeckung%20Katzensee&tolat=47.42684965&tolon=8.49841113","","N","","","","","","","","0198","POINT (2679960 1253434)"
"","Regensdorferstrasse 237","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","237","0_","Spielplatz","","","Spielplatz","","GrünwaldGrünwald","","2934.0000000000","","","","","","","","","","","","","","","Zürich","","sp9574","","1","Regensdorferstrasse","","+41 44 412 46 13","","","","","","Regensdorferstrasse 237","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich%2C%20Regensdorferstrasse%20237&tolat=47.41789913&tolon=8.48264827","","N","","","","","","","","0169","POINT (2678784 1252423)"
"","Dialogweg 6","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","Andreaspark B","","2935.0000000000","","","","","","","","","","","","","","","","8050","sp163b","","1","","Spiel- und Liegewiese, Röhren, Spielhaus, Brettschaukel, Sandkasten, Pumpe, Sitzbänke, Sonnenschirm","+41 44 322 02 20","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Dialogweg%206&tolat=47.41322420&tolon=8.56003626","163b","J","0 - 5 Jahre","Röhren, Spielhaus, Brettschaukel, Sandkasten, Pumpe","","","Quartierspielplatz","Spielplatz","Spiel- und Liegewiese","0163B","POINT (2684631 1251983.9)"
"","Bachstrasse","","","","","Grün Stadt Zürich","202412161130","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Spielplatz","","GZ Wollishofen","","2936.0000000000","","","","","","","","","","","","","","","","8038","sp083","","1","","Spiel- und Liegewiese, Kiesfläche, Sandkasten, Kletteranlage mit Rutsche, Brettschaukel, Spezialgeräte, Feuerstelle, Sitzbänke, Pergola, Bocciabahn, Gemeinschaftszentrum, Café","+41 44 201 75 00","","","","","","","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Bachstrasse&tolat=47.34506859&tolon=8.53636224","83","J","0 - 16 Jahre","Sandkasten, Kletteranlage mit Rutsche, Brettschaukel, Spezialgeräte","","","direkt am Zürichsee gelegenes Gemeinschaftszentrum mit Café","GZ mit Spielplatz","Spiel- und Liegewiese, Kiesfläche","0083","POINT (2682950.2 1244381.6)"
"","","","","","","Grün Stadt Zürich","202502051308","","Tiefbau- und Entsorgungsdepartement (TED)","","","","6","","","","","Spielplatz","","WS Birkenhof AWS Birkenhof A","","2937.0000000000","","","","","","","","","","","","","","","Zürich","8057","sp9652","","1","Im Birkenhof","","","","","","","","Zürich Guggachstrassse","https://online.fahrplaninfo.zvv.ch/frame_hst3.php?lang=de&hstNr=1061&$hstName=Z%FCrich,%20Guggachstrasse","","J","0 - 15 Jahre","Schaukel, Balanciergerät, Wippen, Balancierspiel, Sandkasten","Im Innenhof","","","Spielplatz","Schaukel, Balanciergerät, Wippen, Balancierspiel, Sandkasten","0018","POINT (2683049.5 1249942.9)"
